"annotation_id","annotator","choice","created_at","id","image","lead_time","updated_at"
299,"6","Very safe","2024-02-23T12:20:10.127788Z",44064,"/data/local-files/?d=Users/admin/environments/label-studio/gopro_videos/batch_1/GX020049_frame20250.jpg",3.716,"2024-02-23T12:20:10.127814Z"
300,"6","Safe","2024-02-23T12:20:15.652468Z",44065,"/data/local-files/?d=Users/admin/environments/label-studio/gopro_videos/batch_1/GX020049_frame21000.jpg",5.142,"2024-02-23T12:20:15.652495Z"
301,"6","Very safe","2024-02-23T12:20:19.272247Z",44066,"/data/local-files/?d=Users/admin/environments/label-studio/gopro_videos/batch_1/GX020049_frame2550.jpg",3.311,"2024-02-23T12:20:19.272274Z"
302,"6","Very safe","2024-02-23T12:20:22.184726Z",44067,"/data/local-files/?d=Users/admin/environments/label-studio/gopro_videos/batch_1/GX020049_frame3300.jpg",2.596,"2024-02-23T12:20:22.184750Z"
303,"6","Safe","2024-02-23T12:20:25.373409Z",44068,"/data/local-files/?d=Users/admin/environments/label-studio/gopro_videos/batch_1/GX020049_frame4050.jpg",2.764,"2024-02-23T12:20:25.373435Z"
304,"6","Unsafe","2024-02-23T12:20:31.725453Z",44069,"/data/local-files/?d=Users/admin/environments/label-studio/gopro_videos/batch_1/GX020049_frame450.jpg",5.969,"2024-02-23T12:20:31.725478Z"
305,"6","Safe","2024-02-23T12:20:35.200952Z",44070,"/data/local-files/?d=Users/admin/environments/label-studio/gopro_videos/batch_1/GX020049_frame4650.jpg",3.079,"2024-02-23T12:20:35.200977Z"
306,"6","Safe","2024-02-23T12:20:38.584278Z",44071,"/data/local-files/?d=Users/admin/environments/label-studio/gopro_videos/batch_1/GX020049_frame5400.jpg",2.932,"2024-02-23T12:20:38.584303Z"
307,"6","Safe","2024-02-23T12:20:43.699397Z",44072,"/data/local-files/?d=Users/admin/environments/label-studio/gopro_videos/batch_1/GX020049_frame6450.jpg",4.754,"2024-02-23T12:20:43.699425Z"
308,"6","Safe","2024-02-23T12:20:48.515885Z",44073,"/data/local-files/?d=Users/admin/environments/label-studio/gopro_videos/batch_1/GX020049_frame6900.jpg",4.371,"2024-02-23T12:20:48.515913Z"
309,"6","Very safe","2024-02-23T12:21:52.406152Z",44074,"/data/local-files/?d=Users/admin/environments/label-studio/gopro_videos/batch_1/GX020049_frame7200.jpg",4.479,"2024-02-23T12:21:52.406178Z"
310,"6","Safe","2024-02-23T12:21:57.222926Z",44075,"/data/local-files/?d=Users/admin/environments/label-studio/gopro_videos/batch_1/GX020049_frame7950.jpg",4.406,"2024-02-23T12:21:57.222954Z"
311,"6","Safe","2024-02-23T12:21:59.983963Z",44076,"/data/local-files/?d=Users/admin/environments/label-studio/gopro_videos/batch_1/GX020049_frame8250.jpg",2.348,"2024-02-23T12:21:59.983997Z"
312,"6","Safe","2024-02-23T12:22:02.550946Z",44077,"/data/local-files/?d=Users/admin/environments/label-studio/gopro_videos/batch_1/GX020049_frame900.jpg",2.101,"2024-02-23T12:22:02.550972Z"
313,"6","Safe","2024-02-23T12:22:05.622429Z",44078,"/data/local-files/?d=Users/admin/environments/label-studio/gopro_videos/batch_1/GX020049_frame9000.jpg",2.788,"2024-02-23T12:22:05.622454Z"
314,"6","Safe","2024-02-23T12:22:08.184742Z",44079,"/data/local-files/?d=Users/admin/environments/label-studio/gopro_videos/batch_1/GX020049_frame9600.jpg",2.213,"2024-02-23T12:22:08.184775Z"
315,"6","Safe","2024-02-23T12:22:10.329826Z",44080,"/data/local-files/?d=Users/admin/environments/label-studio/gopro_videos/batch_1/GX020051_frame10050.jpg",1.769,"2024-02-23T12:22:10.329855Z"
316,"6","Safe","2024-02-23T12:22:14.006148Z",44081,"/data/local-files/?d=Users/admin/environments/label-studio/gopro_videos/batch_1/GX020051_frame10650.jpg",3.269,"2024-02-23T12:22:14.006181Z"
317,"6","","2024-02-23T12:22:18.416752Z",44082,"/data/local-files/?d=Users/admin/environments/label-studio/gopro_videos/batch_1/GX020051_frame11400.jpg",4.028,"2024-02-23T12:22:18.416777Z"
318,"6","Unsafe","2024-02-23T12:22:35.933206Z",44083,"/data/local-files/?d=Users/admin/environments/label-studio/gopro_videos/batch_1/GX020051_frame12450.jpg",17.103,"2024-02-23T12:22:35.933234Z"
319,"6","Unsafe","2024-02-23T12:22:42.813937Z",44084,"/data/local-files/?d=Users/admin/environments/label-studio/gopro_videos/batch_1/GX020051_frame12900.jpg",6.576,"2024-02-23T12:22:42.813962Z"
320,"6","Unsafe","2024-02-23T12:22:45.448519Z",44085,"/data/local-files/?d=Users/admin/environments/label-studio/gopro_videos/batch_1/GX020051_frame13200.jpg",2.367,"2024-02-23T12:22:45.448546Z"
321,"6","Safe","2024-02-23T12:23:05.038764Z",44086,"/data/local-files/?d=Users/admin/environments/label-studio/gopro_videos/batch_1/GX020051_frame1350.jpg",5.464,"2024-02-23T12:23:05.038797Z"
322,"6","Safe","2024-02-23T12:24:42.387513Z",44087,"/data/local-files/?d=Users/admin/environments/label-studio/gopro_videos/batch_1/GX020051_frame13950.jpg",3.711,"2024-02-23T12:24:42.387546Z"
323,"6","Very safe","2024-02-23T12:24:45.367049Z",44088,"/data/local-files/?d=Users/admin/environments/label-studio/gopro_videos/batch_1/GX020051_frame14550.jpg",2.572,"2024-02-23T12:24:45.367077Z"
324,"6","Very safe","2024-02-23T12:24:48.330902Z",44089,"/data/local-files/?d=Users/admin/environments/label-studio/gopro_videos/batch_1/GX020051_frame150.jpg",2.559,"2024-02-23T12:24:48.330926Z"
325,"6","Safe","2024-02-23T12:24:51.411075Z",44090,"/data/local-files/?d=Users/admin/environments/label-studio/gopro_videos/batch_1/GX020051_frame15300.jpg",2.665,"2024-02-23T12:24:51.411106Z"
326,"6","Safe","2024-02-23T12:24:53.754396Z",44091,"/data/local-files/?d=Users/admin/environments/label-studio/gopro_videos/batch_1/GX020051_frame16350.jpg",2.028,"2024-02-23T12:24:53.754426Z"
327,"6","Very unsafe","2024-02-23T12:24:56.929143Z",44092,"/data/local-files/?d=Users/admin/environments/label-studio/gopro_videos/batch_1/GX020051_frame16800.jpg",2.779,"2024-02-23T12:24:56.929169Z"
328,"6","Very unsafe","2024-02-23T12:24:58.675661Z",44093,"/data/local-files/?d=Users/admin/environments/label-studio/gopro_videos/batch_1/GX020051_frame17100.jpg",1.401,"2024-02-23T12:24:58.675688Z"
329,"6","Safe","2024-02-23T12:25:02.080322Z",44094,"/data/local-files/?d=Users/admin/environments/label-studio/gopro_videos/batch_1/GX020051_frame17700.jpg",2.999,"2024-02-23T12:25:02.080355Z"
330,"6","Safe","2024-02-23T12:25:04.852171Z",44095,"/data/local-files/?d=Users/admin/environments/label-studio/gopro_videos/batch_1/GX020051_frame17850.jpg",2.366,"2024-02-23T12:25:04.852197Z"
331,"6","Safe","2024-02-23T12:25:06.968195Z",44096,"/data/local-files/?d=Users/admin/environments/label-studio/gopro_videos/batch_1/GX020051_frame18150.jpg",1.791,"2024-02-23T12:25:06.968221Z"
332,"6","Very safe","2024-02-23T12:25:14.239218Z",44097,"/data/local-files/?d=Users/admin/environments/label-studio/gopro_videos/batch_1/GX020051_frame18750.jpg",6.888,"2024-02-23T12:25:14.239246Z"
333,"6","Safe","2024-02-23T12:25:18.639197Z",44098,"/data/local-files/?d=Users/admin/environments/label-studio/gopro_videos/batch_1/GX020051_frame19500.jpg",4.075,"2024-02-23T12:25:18.639224Z"
334,"6","Safe","2024-02-23T12:25:25.195875Z",44099,"/data/local-files/?d=Users/admin/environments/label-studio/gopro_videos/batch_1/GX020051_frame20550.jpg",6.186,"2024-02-23T12:25:25.195902Z"
335,"6","Unsafe","2024-02-23T12:25:28.569911Z",44100,"/data/local-files/?d=Users/admin/environments/label-studio/gopro_videos/batch_1/GX020051_frame2100.jpg",3.015,"2024-02-23T12:25:28.569940Z"
336,"6","Very unsafe","2024-02-23T12:25:32.496222Z",44101,"/data/local-files/?d=Users/admin/environments/label-studio/gopro_videos/batch_1/GX020051_frame2700.jpg",3.527,"2024-02-23T12:25:32.496248Z"
337,"6","Very unsafe","2024-02-23T12:25:36.867575Z",44102,"/data/local-files/?d=Users/admin/environments/label-studio/gopro_videos/batch_1/GX020051_frame2850.jpg",3.891,"2024-02-23T12:25:36.867602Z"
338,"6","Safe","2024-02-23T12:25:39.635556Z",44103,"/data/local-files/?d=Users/admin/environments/label-studio/gopro_videos/batch_1/GX020051_frame3150.jpg",2.455,"2024-02-23T12:25:39.635581Z"
339,"6","Very safe","2024-02-23T12:25:44.458348Z",44104,"/data/local-files/?d=Users/admin/environments/label-studio/gopro_videos/batch_1/GX020051_frame3750.jpg",4.49,"2024-02-23T12:25:44.458383Z"
340,"6","Safe","2024-02-23T12:25:49.263212Z",44105,"/data/local-files/?d=Users/admin/environments/label-studio/gopro_videos/batch_1/GX020051_frame4200.jpg",4.432,"2024-02-23T12:25:49.263239Z"
341,"6","Unsafe","2024-02-23T12:25:53.355688Z",44106,"/data/local-files/?d=Users/admin/environments/label-studio/gopro_videos/batch_1/GX020051_frame4950.jpg",3.625,"2024-02-23T12:25:53.355712Z"
342,"6","Safe","2024-02-23T12:25:57.445944Z",44107,"/data/local-files/?d=Users/admin/environments/label-studio/gopro_videos/batch_1/GX020051_frame5250.jpg",3.775,"2024-02-23T12:25:57.445968Z"
343,"6","Unsafe","2024-02-23T12:26:16.701898Z",44108,"/data/local-files/?d=Users/admin/environments/label-studio/gopro_videos/batch_1/GX020051_frame6000.jpg",18.788,"2024-02-23T12:26:16.701925Z"
344,"6","Unsafe","2024-02-23T12:26:26.751662Z",44109,"/data/local-files/?d=Users/admin/environments/label-studio/gopro_videos/batch_1/GX020051_frame6600.jpg",9.647,"2024-02-23T12:26:26.751693Z"
345,"6","Safe","2024-02-23T12:26:29.905505Z",44110,"/data/local-files/?d=Users/admin/environments/label-studio/gopro_videos/batch_1/GX020051_frame7050.jpg",2.824,"2024-02-23T12:26:29.905530Z"
346,"6","Safe","2024-02-23T12:26:33.292476Z",44111,"/data/local-files/?d=Users/admin/environments/label-studio/gopro_videos/batch_1/GX020051_frame750.jpg",3.031,"2024-02-23T12:26:33.292516Z"
347,"6","Safe","2024-02-23T12:26:37.170938Z",44112,"/data/local-files/?d=Users/admin/environments/label-studio/gopro_videos/batch_1/GX020051_frame7650.jpg",3.569,"2024-02-23T12:26:37.170964Z"
348,"6","Safe","2024-02-23T12:26:40.054534Z",44113,"/data/local-files/?d=Users/admin/environments/label-studio/gopro_videos/batch_1/GX020051_frame8400.jpg",2.512,"2024-02-23T12:26:40.054558Z"
349,"6","Safe","2024-02-23T12:26:42.307860Z",44114,"/data/local-files/?d=Users/admin/environments/label-studio/gopro_videos/batch_1/GX020051_frame9450.jpg",1.896,"2024-02-23T12:26:42.307902Z"
350,"6","Safe","2024-02-23T12:26:44.147711Z",44115,"/data/local-files/?d=Users/admin/environments/label-studio/gopro_videos/batch_1/GX020051_frame9900.jpg",1.486,"2024-02-23T12:26:44.147742Z"
351,"6","Safe","2024-02-23T12:26:46.195329Z",44116,"/data/local-files/?d=Users/admin/environments/label-studio/gopro_videos/batch_1/GX020052_frame10350.jpg",1.689,"2024-02-23T12:26:46.195357Z"
352,"6","Unsafe","2024-02-23T12:26:50.696415Z",44117,"/data/local-files/?d=Users/admin/environments/label-studio/gopro_videos/batch_1/GX020052_frame10800.jpg",4.155,"2024-02-23T12:26:50.696446Z"
353,"6","Unsafe","2024-02-23T12:26:52.648127Z",44118,"/data/local-files/?d=Users/admin/environments/label-studio/gopro_videos/batch_1/GX020052_frame11100.jpg",1.577,"2024-02-23T12:26:52.648158Z"
354,"6","Unsafe","2024-02-23T12:26:54.490880Z",44119,"/data/local-files/?d=Users/admin/environments/label-studio/gopro_videos/batch_1/GX020052_frame11700.jpg",1.468,"2024-02-23T12:26:54.490910Z"
355,"6","Safe","2024-02-23T12:26:57.156695Z",44120,"/data/local-files/?d=Users/admin/environments/label-studio/gopro_videos/batch_1/GX020052_frame11850.jpg",2.245,"2024-02-23T12:26:57.156722Z"
356,"6","Safe","2024-02-23T12:27:00.742358Z",44121,"/data/local-files/?d=Users/admin/environments/label-studio/gopro_videos/batch_1/GX020052_frame12150.jpg",3.216,"2024-02-23T12:27:00.742389Z"
357,"6","Very safe","2024-02-23T12:27:03.615423Z",44122,"/data/local-files/?d=Users/admin/environments/label-studio/gopro_videos/batch_1/GX020052_frame12750.jpg",2.57,"2024-02-23T12:27:03.615451Z"
358,"6","Safe","2024-02-23T12:27:05.754509Z",44123,"/data/local-files/?d=Users/admin/environments/label-studio/gopro_videos/batch_1/GX020052_frame1350.jpg",1.833,"2024-02-23T12:27:05.754541Z"
359,"6","Unsafe","2024-02-23T12:27:10.969733Z",44124,"/data/local-files/?d=Users/admin/environments/label-studio/gopro_videos/batch_1/GX020052_frame13500.jpg",4.809,"2024-02-23T12:27:10.969765Z"
360,"6","Unsafe","2024-02-23T12:27:13.115770Z",44125,"/data/local-files/?d=Users/admin/environments/label-studio/gopro_videos/batch_1/GX020052_frame14250.jpg",1.778,"2024-02-23T12:27:13.115790Z"
361,"6","Unsafe","2024-02-23T12:27:15.591393Z",44126,"/data/local-files/?d=Users/admin/environments/label-studio/gopro_videos/batch_1/GX020052_frame15000.jpg",2.104,"2024-02-23T12:27:15.591426Z"
362,"6","Unsafe","2024-02-23T12:27:18.150957Z",44127,"/data/local-files/?d=Users/admin/environments/label-studio/gopro_videos/batch_1/GX020052_frame15600.jpg",2.257,"2024-02-23T12:27:18.150987Z"
363,"6","Safe","2024-02-23T12:27:20.502670Z",44128,"/data/local-files/?d=Users/admin/environments/label-studio/gopro_videos/batch_1/GX020052_frame16050.jpg",2.018,"2024-02-23T12:27:20.502706Z"
364,"6","Very unsafe","2024-02-23T12:27:24.286721Z",44129,"/data/local-files/?d=Users/admin/environments/label-studio/gopro_videos/batch_1/GX020052_frame16650.jpg",3.434,"2024-02-23T12:27:24.286753Z"
365,"6","Safe","2024-02-23T12:27:29.609307Z",44130,"/data/local-files/?d=Users/admin/environments/label-studio/gopro_videos/batch_1/GX020052_frame17400.jpg",4.994,"2024-02-23T12:27:29.609339Z"
366,"6","Unsafe","2024-02-23T12:27:38.258020Z",44131,"/data/local-files/?d=Users/admin/environments/label-studio/gopro_videos/batch_1/GX020052_frame1800.jpg",8.22,"2024-02-23T12:27:38.258057Z"
367,"6","Very unsafe","2024-02-23T12:27:41.597421Z",44132,"/data/local-files/?d=Users/admin/environments/label-studio/gopro_videos/batch_1/GX020052_frame18450.jpg",2.839,"2024-02-23T12:27:41.597446Z"
368,"6","Very unsafe","2024-02-23T12:27:44.902536Z",44133,"/data/local-files/?d=Users/admin/environments/label-studio/gopro_videos/batch_1/GX020052_frame18900.jpg",2.988,"2024-02-23T12:27:44.902562Z"
369,"6","Very unsafe","2024-02-23T12:27:47.328204Z",44134,"/data/local-files/?d=Users/admin/environments/label-studio/gopro_videos/batch_1/GX020052_frame19200.jpg",2.082,"2024-02-23T12:27:47.328233Z"
370,"6","Very unsafe","2024-02-23T12:27:49.786549Z",44135,"/data/local-files/?d=Users/admin/environments/label-studio/gopro_videos/batch_1/GX020052_frame19950.jpg",2.125,"2024-02-23T12:27:49.786574Z"
371,"6","Unsafe","2024-02-23T12:27:52.681084Z",44136,"/data/local-files/?d=Users/admin/environments/label-studio/gopro_videos/batch_1/GX020052_frame20250.jpg",2.569,"2024-02-23T12:27:52.681130Z"
372,"6","Unsafe","2024-02-23T12:27:54.853284Z",44137,"/data/local-files/?d=Users/admin/environments/label-studio/gopro_videos/batch_1/GX020052_frame2100.jpg",1.848,"2024-02-23T12:27:54.853314Z"
373,"6","Unsafe","2024-02-23T12:27:58.797519Z",44138,"/data/local-files/?d=Users/admin/environments/label-studio/gopro_videos/batch_1/GX020052_frame21000.jpg",3.635,"2024-02-23T12:27:58.797546Z"
374,"6","Unsafe","2024-02-23T12:28:02.385919Z",44139,"/data/local-files/?d=Users/admin/environments/label-studio/gopro_videos/batch_1/GX020052_frame2700.jpg",3.202,"2024-02-23T12:28:02.385947Z"
375,"6","Unsafe","2024-02-23T12:28:04.530105Z",44140,"/data/local-files/?d=Users/admin/environments/label-studio/gopro_videos/batch_1/GX020052_frame2850.jpg",1.723,"2024-02-23T12:28:04.530139Z"
376,"6","Safe","2024-02-23T12:28:07.394483Z",44141,"/data/local-files/?d=Users/admin/environments/label-studio/gopro_videos/batch_1/GX020052_frame3150.jpg",2.49,"2024-02-23T12:28:07.394513Z"
377,"6","Safe","2024-02-23T12:28:10.678774Z",44142,"/data/local-files/?d=Users/admin/environments/label-studio/gopro_videos/batch_1/GX020052_frame3750.jpg",2.935,"2024-02-23T12:28:10.678799Z"
378,"6","Safe","2024-02-23T12:28:12.522204Z",44143,"/data/local-files/?d=Users/admin/environments/label-studio/gopro_videos/batch_1/GX020052_frame4200.jpg",1.45,"2024-02-23T12:28:12.522231Z"
379,"6","Safe","2024-02-23T12:28:15.285547Z",44144,"/data/local-files/?d=Users/admin/environments/label-studio/gopro_videos/batch_1/GX020052_frame4950.jpg",2.354,"2024-02-23T12:28:15.285573Z"
380,"6","Very safe","2024-02-23T12:28:18.764807Z",44145,"/data/local-files/?d=Users/admin/environments/label-studio/gopro_videos/batch_1/GX020052_frame5250.jpg",3.121,"2024-02-23T12:28:18.764833Z"
381,"6","Safe","2024-02-23T12:28:22.962344Z",44146,"/data/local-files/?d=Users/admin/environments/label-studio/gopro_videos/batch_1/GX020052_frame600.jpg",3.85,"2024-02-23T12:28:22.962380Z"
382,"6","Very safe","2024-02-23T12:28:25.318917Z",44147,"/data/local-files/?d=Users/admin/environments/label-studio/gopro_videos/batch_1/GX020052_frame6000.jpg",1.961,"2024-02-23T12:28:25.318943Z"
383,"6","Very safe","2024-02-23T12:28:32.900149Z",44148,"/data/local-files/?d=Users/admin/environments/label-studio/gopro_videos/batch_1/GX020052_frame6600.jpg",7.199,"2024-02-23T12:28:32.900175Z"
384,"6","Unsafe","2024-02-23T12:28:37.512850Z",44149,"/data/local-files/?d=Users/admin/environments/label-studio/gopro_videos/batch_1/GX020052_frame7050.jpg",4.292,"2024-02-23T12:28:37.512878Z"
385,"6","Safe","2024-02-23T12:28:40.065518Z",44150,"/data/local-files/?d=Users/admin/environments/label-studio/gopro_videos/batch_1/GX020052_frame7650.jpg",2.187,"2024-02-23T12:28:40.065546Z"
386,"6","Safe","2024-02-23T12:28:43.241573Z",44151,"/data/local-files/?d=Users/admin/environments/label-studio/gopro_videos/batch_1/GX020052_frame8400.jpg",2.801,"2024-02-23T12:28:43.241602Z"
387,"6","Very safe","2024-02-23T12:28:45.495270Z",44152,"/data/local-files/?d=Users/admin/environments/label-studio/gopro_videos/batch_1/GX020052_frame9450.jpg",1.822,"2024-02-23T12:28:45.495296Z"
388,"6","Safe","2024-02-23T12:28:48.354143Z",44153,"/data/local-files/?d=Users/admin/environments/label-studio/gopro_videos/batch_1/GX020052_frame9900.jpg",2.495,"2024-02-23T12:28:48.354168Z"
389,"6","Very unsafe","2024-02-23T12:29:03.511601Z",44154,"/data/local-files/?d=Users/admin/environments/label-studio/gopro_videos/batch_1/GX020053_frame0.jpg",14.8,"2024-02-23T12:29:03.511626Z"
390,"6","Safe","2024-02-23T12:29:07.514572Z",44155,"/data/local-files/?d=Users/admin/environments/label-studio/gopro_videos/batch_1/GX020053_frame1200.jpg",3.659,"2024-02-23T12:29:07.514604Z"
391,"6","Very safe","2024-02-23T12:29:09.759998Z",44156,"/data/local-files/?d=Users/admin/environments/label-studio/gopro_videos/batch_1/GX020053_frame1950.jpg",1.888,"2024-02-23T12:29:09.760030Z"
392,"6","Very safe","2024-02-23T12:29:11.497864Z",44157,"/data/local-files/?d=Users/admin/environments/label-studio/gopro_videos/batch_1/GX020053_frame2250.jpg",1.434,"2024-02-23T12:29:11.497894Z"
393,"6","Very unsafe","2024-02-23T12:29:14.072146Z",44158,"/data/local-files/?d=Users/admin/environments/label-studio/gopro_videos/batch_1/GX020053_frame3000.jpg",2.162,"2024-02-23T12:29:14.072173Z"
394,"6","Unsafe","2024-02-23T12:29:16.524444Z",44159,"/data/local-files/?d=Users/admin/environments/label-studio/gopro_videos/batch_1/GX020053_frame3600.jpg",2.11,"2024-02-23T12:29:16.524472Z"
395,"6","Safe","2024-02-23T12:29:18.777390Z",44160,"/data/local-files/?d=Users/admin/environments/label-studio/gopro_videos/batch_1/GX020053_frame4350.jpg",1.908,"2024-02-23T12:29:18.777422Z"
396,"6","Safe","2024-02-23T12:29:21.462242Z",44161,"/data/local-files/?d=Users/admin/environments/label-studio/gopro_videos/batch_1/GX020053_frame4800.jpg",2.397,"2024-02-23T12:29:21.462267Z"
397,"6","Safe","2024-02-23T12:29:23.385561Z",44162,"/data/local-files/?d=Users/admin/environments/label-studio/gopro_videos/batch_1/GX020053_frame5100.jpg",1.615,"2024-02-23T12:29:23.385586Z"
398,"6","Safe","2024-02-23T12:29:25.671123Z",44163,"/data/local-files/?d=Users/admin/environments/label-studio/gopro_videos/batch_1/GX020053_frame5700.jpg",2.004,"2024-02-23T12:29:25.671147Z"
399,"6","Safe","2024-02-23T12:29:29.521621Z",44164,"/data/local-files/?d=Users/admin/environments/label-studio/gopro_videos/batch_1/GX020053_frame5850.jpg",3.465,"2024-02-23T12:29:29.521647Z"
400,"6","Very unsafe","2024-02-23T12:29:32.282067Z",44165,"/data/local-files/?d=Users/admin/environments/label-studio/gopro_videos/batch_1/GX020053_frame600.jpg",2.422,"2024-02-23T12:29:32.282101Z"
401,"6","Very unsafe","2024-02-23T12:29:35.261641Z",44166,"/data/local-files/?d=Users/admin/environments/label-studio/gopro_videos/batch_1/GX020053_frame6150.jpg",2.616,"2024-02-23T12:29:35.261671Z"
402,"6","Unsafe","2024-02-23T12:29:38.434477Z",44167,"/data/local-files/?d=Users/admin/environments/label-studio/gopro_videos/batch_1/GX020053_frame6750.jpg",2.767,"2024-02-23T12:29:38.434503Z"
403,"6","Unsafe","2024-02-23T12:29:40.897253Z",44168,"/data/local-files/?d=Users/admin/environments/label-studio/gopro_videos/batch_1/GX020053_frame7500.jpg",2.127,"2024-02-23T12:29:40.897279Z"
404,"6","","2024-02-23T12:29:42.122167Z",44169,"/data/local-files/?d=Users/admin/environments/label-studio/gopro_videos/batch_1/GX020053_frame8550.jpg",0.848,"2024-02-23T12:29:42.122195Z"
405,"6","Unsafe","2024-02-23T12:29:44.293735Z",44170,"/data/local-files/?d=Users/admin/environments/label-studio/gopro_videos/batch_1/GX020053_frame9300.jpg",1.837,"2024-02-23T12:29:44.293764Z"
406,"6","Unsafe","2024-02-23T12:29:47.033898Z",44171,"/data/local-files/?d=Users/admin/environments/label-studio/gopro_videos/batch_1/GX020054_frame10800.jpg",2.402,"2024-02-23T12:29:47.033926Z"
407,"6","Unsafe","2024-02-23T12:29:49.379830Z",44172,"/data/local-files/?d=Users/admin/environments/label-studio/gopro_videos/batch_1/GX020054_frame11100.jpg",2.022,"2024-02-23T12:29:49.379848Z"
408,"6","Safe","2024-02-23T12:29:52.162872Z",44173,"/data/local-files/?d=Users/admin/environments/label-studio/gopro_videos/batch_1/GX020054_frame11850.jpg",2.404,"2024-02-23T12:29:52.162901Z"
409,"6","Very unsafe","2024-02-23T12:29:55.231533Z",44174,"/data/local-files/?d=Users/admin/environments/label-studio/gopro_videos/batch_1/GX020054_frame1200.jpg",2.731,"2024-02-23T12:29:55.231560Z"
410,"6","Safe","2024-02-23T12:29:58.610572Z",44175,"/data/local-files/?d=Users/admin/environments/label-studio/gopro_videos/batch_1/GX020054_frame12150.jpg",2.947,"2024-02-23T12:29:58.610599Z"
411,"6","Safe","2024-02-23T12:30:01.059103Z",44176,"/data/local-files/?d=Users/admin/environments/label-studio/gopro_videos/batch_1/GX020054_frame12750.jpg",2.076,"2024-02-23T12:30:01.059135Z"
412,"6","Very safe","2024-02-23T12:30:04.650216Z",44177,"/data/local-files/?d=Users/admin/environments/label-studio/gopro_videos/batch_1/GX020054_frame13500.jpg",3.222,"2024-02-23T12:30:04.650243Z"
413,"6","Very safe","2024-02-23T12:30:08.133529Z",44178,"/data/local-files/?d=Users/admin/environments/label-studio/gopro_videos/batch_1/GX020054_frame14250.jpg",3.077,"2024-02-23T12:30:08.133554Z"
414,"6","Very safe","2024-02-23T12:30:11.312382Z",44179,"/data/local-files/?d=Users/admin/environments/label-studio/gopro_videos/batch_1/GX020054_frame15000.jpg",2.75,"2024-02-23T12:30:11.312411Z"
415,"6","Very safe","2024-02-23T12:30:17.860823Z",44180,"/data/local-files/?d=Users/admin/environments/label-studio/gopro_videos/batch_1/GX020054_frame15600.jpg",6.193,"2024-02-23T12:30:17.860851Z"
416,"6","Safe","2024-02-23T12:30:29.016102Z",44181,"/data/local-files/?d=Users/admin/environments/label-studio/gopro_videos/batch_1/GX020054_frame16050.jpg",4.4,"2024-02-23T12:30:29.016130Z"
417,"6","Very safe","2024-02-23T12:30:33.475426Z",44182,"/data/local-files/?d=Users/admin/environments/label-studio/gopro_videos/batch_1/GX020054_frame16650.jpg",4.17,"2024-02-23T12:30:33.475456Z"
418,"6","Safe","2024-02-23T12:30:36.182384Z",44183,"/data/local-files/?d=Users/admin/environments/label-studio/gopro_videos/batch_1/GX020054_frame17400.jpg",2.332,"2024-02-23T12:30:36.182409Z"
419,"6","Unsafe","2024-02-23T12:30:39.256359Z",44184,"/data/local-files/?d=Users/admin/environments/label-studio/gopro_videos/batch_1/GX020054_frame18450.jpg",2.745,"2024-02-23T12:30:39.256386Z"
420,"6","Safe","2024-02-23T12:30:41.409713Z",44185,"/data/local-files/?d=Users/admin/environments/label-studio/gopro_videos/batch_1/GX020054_frame18900.jpg",1.774,"2024-02-23T12:30:41.409738Z"
421,"6","Unsafe","2024-02-23T12:30:44.791754Z",44186,"/data/local-files/?d=Users/admin/environments/label-studio/gopro_videos/batch_1/GX020054_frame19200.jpg",3.056,"2024-02-23T12:30:44.791781Z"
422,"6","Very unsafe","2024-02-23T12:30:47.651568Z",44187,"/data/local-files/?d=Users/admin/environments/label-studio/gopro_videos/batch_1/GX020054_frame1950.jpg",2.579,"2024-02-23T12:30:47.651593Z"
423,"6","Unsafe","2024-02-23T12:30:52.502611Z",44188,"/data/local-files/?d=Users/admin/environments/label-studio/gopro_videos/batch_1/GX020054_frame19950.jpg",4.568,"2024-02-23T12:30:52.502637Z"
424,"6","Unsafe","2024-02-23T12:31:01.681142Z",44189,"/data/local-files/?d=Users/admin/environments/label-studio/gopro_videos/batch_1/GX020054_frame21000.jpg",8.859,"2024-02-23T12:31:01.681169Z"
425,"6","Very unsafe","2024-02-23T12:31:04.563895Z",44190,"/data/local-files/?d=Users/admin/environments/label-studio/gopro_videos/batch_1/GX020054_frame2250.jpg",2.566,"2024-02-23T12:31:04.563921Z"
426,"6","Very unsafe","2024-02-23T12:31:07.664855Z",44191,"/data/local-files/?d=Users/admin/environments/label-studio/gopro_videos/batch_1/GX020054_frame3000.jpg",2.828,"2024-02-23T12:31:07.664883Z"
427,"6","Unsafe","2024-02-23T12:31:10.556244Z",44192,"/data/local-files/?d=Users/admin/environments/label-studio/gopro_videos/batch_1/GX020054_frame3600.jpg",2.602,"2024-02-23T12:31:10.556280Z"
428,"6","Very unsafe","2024-02-23T12:31:13.671401Z",44193,"/data/local-files/?d=Users/admin/environments/label-studio/gopro_videos/batch_1/GX020054_frame4350.jpg",2.822,"2024-02-23T12:31:13.671428Z"
429,"6","Unsafe","2024-02-23T12:31:17.965807Z",44194,"/data/local-files/?d=Users/admin/environments/label-studio/gopro_videos/batch_1/GX020054_frame4800.jpg",3.919,"2024-02-23T12:31:17.965835Z"
